,Title,Vote Average,Genre
,The Art of Getting By,6.5,Drama|Western
,Zipper,5.5,Drama
,Poolhall Junkies,6.5,Comedy|Western
,The Loss of Sexual Innocence,5.2,Comedy|Drama|Romance
,Holy Motors,6.9,Horror
,Joe,6.5,Comedy|Crime|Drama
,Shooting Fish,7,Action|Adventure|Fantasy
,Prison,6.7,Horror|Sci-Fi
,Psycho Beach Party,6,Action|Thriller
,The Big Tease,5.8,Documentary
,"Guten Tag, Ramón",8.1,Documentary
,Trust,6.6,Comedy
,An Everlasting Piece,6,Comedy|Drama
,Among Giants,4.5,Comedy
,Adore,6.1,Comedy|Drama|Romance
,The Velocity of Gary,4.2,Drama
,Mondays in the Sun,7.1,Drama
,Stake Land,6.2,Drama|Romance
,The Last Time I Committed Suicide,6.7,Action|Adventure|Fantasy
,Futuro Beach,6.4,Documentary
,Another Happy Day,6.2,Crime|Drama
,A Lonely Place to Die,6.2,Horror
,Nothing,5.8,Comedy|Crime|Drama|Romance|Thriller
,The Geographer Drank His Globe Away,7.3,Drama
,1776,7.1,Crime|Thriller
,Inescapable,5.2,Crime|Thriller
,Hell's Angels,6.1,Drama
,Purple Violets,5.7,Action|Comedy
,The Veil,4.5,Crime|Drama|Thriller
,The Loved Ones,6.6,Comedy|Drama
,The Helpers,4.1,Comedy|Drama
,How to Fall in Love,5.2,Drama
,The Perfect Wave,4.4,Drama
,A Man for All Seasons,7.5,Drama
,Network,7.7,Comedy
,Gone with the Wind,7.7,Crime|Thriller
,Desert Dancer,6.5,Action|Adventure|Drama
,Major Dundee,6.2,Horror
,Annie Get Your Gun,7.3,Comedy|Romance
,Four Lions,7,Drama|Musical
,The House of Sand,6.7,Comedy
,Defendor,6.5,Comedy|Drama
,The Pirate,6.6,Documentary
,The Good Heart,6,Drama
,The History Boys,6.6,Drama
,Midnight Cowboy,7.4,Drama
,The Full Monty,6.8,Horror
,Airplane!,7.1,Horror
,Chain of Command,5.3,Horror
,Friday,7,Drama|Fantasy|Mystery|Romance
,Menace II Society,7.2,Comedy
,Creepshow 2,5.9,Comedy
,The Ballad of Cable Hogue,6.9,Horror|Sci-Fi
,In Cold Blood,7.4,Comedy
,The Nun's Story,7.4,Comedy|Drama
,Harper,6.2,Adventure|Sci-Fi
,Frenzy,7.1,Adventure|Sci-Fi
,The Witch,6.3,Comedy|Horror
,I Got the Hook Up,5.4,Comedy
,She's the One,5.7,Adventure|Horror|Sci-Fi
,Gods and Monsters,6.8,Horror|Sci-Fi
,The Secret in Their Eyes,7.8,Horror|Sci-Fi
,Train,4.8,Horror|Sci-Fi
,Evil Dead II,7.6,Sci-Fi
,Pootie Tang,5.4,Horror|Musical|Thriller
,Sharknado,3.8,Sci-Fi|Thriller
,The Other Conquest,5.4,Horror
,Troll Hunter,6.7,Horror
,Ira & Abby,5.8,Horror
,Winter Passing,6.7,Horror
,D.E.B.S.,5.6,Horror
,The Masked Saint,2.9,Comedy
,The Betrayed,5.2,Comedy|Drama
,Taxman,2,Adventure|Animation|Children
,The Secret,0,Action|Drama|Thriller
,2:13,4.6,Action|Crime|Drama|Thriller
,"Batman: The Dark Knight Returns, Part 2",7.9,Comedy
,Time to Choose,0,Drama
,In the Name of the King III,3.3,Drama
,Wicked Blood,5.3,Drama
,Stranded,5,Drama|Thriller
,Lords of London,3.6,Comedy|Romance
,High Anxiety,6.5,Comedy
,March of the Penguins,6.9,Comedy
,Margin Call,6.7,Drama|Horror|Thriller
,August,6.2,Action|Drama
,Choke,6,Drama
,Whiplash,8.3,Action|Adventure|Sci-Fi
,City of God,8.1,Drama|Thriller
,Human Traffic,6.8,Horror
,To Write Love on Her Arms,6.8,Comedy|Horror
,The Dead Girl,6.4,Musical
,The Hunt,7.9,Animation|Children
,A Christmas Story,7.4,Drama|Film-Noir
,Bella,6.7,Crime|Film-Noir
,Class of 1984,6.2,Drama
,The Opposite Sex,4.1,Comedy
,Dreaming of Joseph Lees,8,Drama
,The Class,6.8,Horror
,Rosemary's Baby,7.5,Comedy|Mystery
,The Man Who Shot Liberty Valance,7.4,Action|Comedy
,Adam,6.9,Crime|Horror|Mystery|Thriller
,Maria Full of Grace,6.9,Adventure|Children
,Beginners,6.8,Comedy|Drama
,Feast,6.1,Comedy|Drama
,Animal House,7,Action|Comedy
,Goldfinger,7.2,Drama|Romance
,Antiviral,5.7,Comedy
,It's a Wonderful Life,8,Drama
,Trainspotting,7.8,Action|Sci-Fi|Thriller
,The Original Kings of Comedy,6.3,Drama
,Paranormal Activity 2,5.7,Drama|Romance
,Waking Ned,7.4,Action|Adventure|Thriller
,Bowling for Columbine,7.3,Drama|War
,Coming Home,6.9,Action|Sci-Fi|Thriller
,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,Drama|Romance
,A Room with a View,6.9,Children|Comedy|Fantasy
,The Purge,6,Documentary
,Sinister,6.7,Animation|Children|Comedy
,Martin Lawrence Live: Runteldat,5,Children|Comedy
,Cat on a Hot Tin Roof,7.6,Drama|Romance|War
,Beneath the Planet of the Apes,6.2,Drama|Romance
,Air Bud,5.3,Drama|Sci-Fi
,Pokémon: Spell of the Unknown,5.9,Drama
,Friday the 13th Part VI: Jason Lives,5.7,Action|Drama|Romance
,The Bridge on the River Kwai,7.7,Adventure|Fantasy
,Spaced Invaders,4.7,Drama
,Family Plot,6.7,Action|Adventure
,The Apartment,8.1,Adventure|Drama
,Jason Goes to Hell: The Final Friday,4.2,Action
,Torn Curtain,6.4,Comedy
,Dave Chappelle's Block Party,6.4,Comedy
,Slow West,6.6,Drama
,Krush Groove,7,Action|Adventure|Thriller
,Next Day Air,5.3,Adventure|Animation|Children|Sci-Fi
,Elmer Gantry,7.3,Drama
,Judgment at Nuremberg,7.6,Drama|War
,Trippin',4.5,Drama
,Red River,7.3,Comedy
,Phat Girlz,3.7,Comedy|Crime|Thriller
,Before Midnight,7.4,Comedy|Drama
,Teen Wolf Too,3.8,Comedy
,Phantasm II,6.3,Drama|Romance
,Woman Thou Art Loosed,5,Comedy|Sci-Fi
,Real Women Have Curves,5.8,Adventure|Animation|Children|Comedy|Fantasy
,Water,6.8,Drama
,East Is East,6.5,Comedy|Romance
,Whipped,3.1,Drama
,Kama Sutra - A Tale of Love,5.7,Thriller
,Please Give,6,Drama
,Willy Wonka & the Chocolate Factory,7.4,Drama
,Warlock: The Armageddon,5.2,Comedy|Drama|Romance
,8 Heads in a Duffel Bag,5.4,Romance
,Days of Heaven,7.6,Comedy|Crime
,Thirteen Conversations About One Thing,6.4,Action|Comedy|Crime|Thriller
,Jawbreaker,5.9,Adventure|Comedy|Crime
,Basquiat,6.6,Drama
,Frances Ha,7.2,Comedy|Drama
,Tsotsi,6.9,Horror
,Happiness,7.4,Drama|Romance|Western
,DysFunktional Family,6.1,Comedy
,Tusk,5.1,Drama|Thriller|War
,Oldboy,8,Crime|Drama|Thriller
,Letters to God,6.5,Romance|Western
,Hobo with a Shotgun,5.7,Drama|Horror
,Compadres,5.2,Crime|Film-Noir|Mystery|Thriller
,Freeway,6.5,Crime|Drama|Thriller
,Love's Abiding Joy,5.8,Children|Musical
,Fish Tank,6.9,Comedy
,Damsels in Distress,5.6,Drama|Romance
,Creature,4,Action|Drama|War|Western
,Bachelorette,5.3,Crime|Drama
,Brave New Girl,3.7,Action|Adventure|Crime
,Tim and Eric's Billion Dollar Movie,5.2,Western
,Summer Storm,6.7,Drama
,Fort McCoy,6.3,Drama|War
,Chain Letter,3.9,Drama
,Just Looking,5.8,Comedy|Western
,The Divide,5.7,Horror|Thriller
,The Eclipse,6.1,Horror|Sci-Fi
,Demonic,4.9,Crime|Drama|Thriller
,My Big Fat Independent Movie,3,Action|Comedy
,The Deported,0,Drama|Romance
,Tanner Hall,5.4,Drama
,Open Road,5.2,Crime|Drama|Mystery|Thriller
,They Came Together,5.3,Adventure|Children|Comedy
,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.9,Drama
,Never Back Down 2: The Beatdown,5.8,Drama
,Point Blank,7.1,Drama
,Four Single Fathers,0,Drama|Romance
,Enter the Dangerous Mind,4.8,Comedy|Drama|Romance
,Something Wicked,4.6,Comedy|Drama|Romance
,AWOL-72,2.8,Action|Crime|Thriller
,Iguana,6,Action|Crime|Drama
,Chicago Overcoat,6.1,Action|Comedy
,Barry Munday,6.3,Drama|Romance
,Central Station,7.6,Comedy
,Pocketful of Miracles,7.3,Comedy|Romance
,Close Range,4.9,Comedy|Drama
,Boynton Beach Club,6.8,Drama
,Amnesiac,4.1,Drama|Romance
,Freakonomics,6.6,Drama|Romance
,High Tension,6.6,Drama
,Griff the Invisible,6.1,Animation|Children
,Unnatural,4.3,Comedy|Romance
,Hustle & Flow,6.9,Drama|Thriller
,Some Like It Hot,8,Drama
,Friday the 13th Part VII: The New Blood,5.3,Comedy|Sci-Fi
,The Wizard of Oz,7.4,Comedy
,Young Frankenstein,7.7,Comedy
,Diary of the Dead,5.4,Comedy|Drama|Romance
,Lage Raho Munna Bhai,7.6,Thriller
,Ulee's Gold,6.5,Action|Comedy|Crime|Thriller
,The Black Stallion,7,Action|Comedy|Crime|Drama
,Sardaarji,9.5,Action|Crime|Mystery|Romance|Thriller
,Journey to Saturn,4.9,Adventure|Children|Comedy
,Donovan's Reef,6,Drama|Romance|Thriller
,The Dress,7,Comedy
,A Guy Named Joe,6,Animation|Children
,Blazing Saddles,7.2,Comedy|Romance
,Friday the 13th: The Final Chapter,5.9,Romance|Sci-Fi
,Ida,7.1,Thriller
,Maurice,7.1,Comedy
,Beer League,5.3,Drama
,Riding Giants,7.6,Horror|Sci-Fi
,Timecrimes,7,Horror|Thriller
,Silver Medalist,7.4,Drama
,Timber Falls,5.2,Action|Drama
,Singin' in the Rain,7.8,Comedy
,"Fat, Sick & Nearly Dead",7.1,Drama
,A Haunted House,5.4,Comedy|Documentary
,2016: Obama's America,4.6,Action|Adventure|Drama|War
,That Thing You Do!,6.8,Comedy
,Halloween III: Season of the Witch,5,Fantasy|Horror|Thriller
,Escape from the Planet of the Apes,6.3,Action
,Hud,7.5,Drama
,Kevin Hart: Let Me Explain,7.1,Drama
,My Own Private Idaho,7.1,Drama|Thriller
,Garden State,7.1,Thriller
,Before Sunrise,7.7,Drama|War
,Evil Words,6.9,Drama|Mystery|Thriller
,Jesus' Son,6.7,Drama
,Saving Face,6.8,Drama
,Brick Lane,5.2,Comedy
,Robot & Frank,6.8,Comedy
,My Life Without Me,7.2,Drama
,The Spectacular Now,6.8,Comedy
,Religulous,7.2,Comedy|Drama
,Fuel,7,Comedy
,Valley of the Heart's Delight,7,Action|Adventure|Comedy|Sci-Fi
,Eye of the Dolphin,7.1,Drama
,8: The Mormon Proposition,5.5,Comedy
,The Other End of the Line,6.1,Horror|Thriller
,Anatomy,6.1,Comedy|Sci-Fi
,Sleep Dealer,6,Drama
,Super,6.6,Comedy
,Christmas Mail,5,Comedy|Horror|Thriller
,Stung,4.9,Fantasy|Romance
,Antibirth,4.8,Comedy|Fantasy
,Get on the Bus,7,Comedy|Romance|Sci-Fi
,Thr3e,4.8,Comedy|Romance
,Idiocracy,6.3,Action|Adventure|Fantasy|Sci-Fi
,The Rise of the Krays,4.5,Comedy
,This Is England,7.4,Adventure|Comedy|Horror
,U.F.O.,3.1,Drama
,Bathing Beauty,7,Comedy
,Go for It!,4.6,Comedy|Horror
,"Dancer, Texas Pop. 81",10,Crime|Drama
,Show Boat,6.9,Drama|Romance
,Redemption Road,4.7,Comedy|Romance
,The Calling,5.6,Action|Adventure|Drama|Thriller
,The Brave Little Toaster,6.7,Horror|Mystery
,Fantasia,7.2,Drama|Romance
,8 Days,0,Thriller
,Friday the 13th Part III,5.7,Drama|Mystery|Romance
,Friday the 13th: A New Beginning,5.1,Comedy|Drama|Romance
,The Last Sin Eater,6.2,Horror|Thriller
,Do You Believe?,6.6,Comedy|Romance
,Impact Point,5.7,Drama
,The Valley of Decision,5.8,Comedy|Drama|Romance
,Eden,5.6,Drama
,Chicken Tikka Masala,3.5,Comedy|Fantasy|Romance
,There's Always Woodstock,5.4,Animation|Children
,Jack Brooks: Monster Slayer,5.7,Drama|Romance
,The Best Years of Our Lives,7.6,Comedy
,Bully,6.7,Comedy|Drama|Fantasy|Romance
,Elling,7,Animation|Comedy|Fantasy
,Mi America,0,Action|Thriller
,[REC],7.1,Drama|Romance
,Lies in Plain Sight,4.5,Action|Comedy
,Sharkskin,0,Comedy
,Containment,5.1,Action|Drama
,The Timber,4.1,Drama
,From Russia with Love,6.9,Comedy|Drama|Romance
,The Toxic Avenger Part II,5.3,Action|Drama
,Sleeper,7,Thriller
,It Follows,6.6,Comedy|Romance
,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6,Comedy
,To Kill a Mockingbird,8,Comedy
,Mad Max 2: The Road Warrior,7.3,Documentary
,The Legend of Drunken Master,7.2,Drama|Fantasy|Mystery|Romance
,Boys Don't Cry,7.2,Comedy|Romance
,Silent House,5.2,Drama
,The Lives of Others,7.9,Comedy|Drama
,Courageous,6.8,Drama
,The Hustler,7.6,Crime|Mystery|Thriller
,Boom Town,6.5,Drama
,The Triplets of Belleville,7.3,Drama
,Smoke Signals,6.6,Action|Drama
,American Splendor,7.1,Comedy
,Before Sunset,7.6,Drama
,Amores perros,7.6,Comedy|Drama
,Thirteen,6.7,Comedy|Drama|Romance
,Gentleman's Agreement,6.8,Documentary
,Winter's Bone,6.8,Comedy|Drama|Romance
,Touching the Void,7.6,Drama
,Alexander's Ragtime Band,4.8,Children|Musical
,Me and You and Everyone We Know,7,Drama
,Inside Job,7.7,Drama
,We Are Your Friends,6.3,Comedy|Drama|Romance
,Ghost Dog: The Way of the Samurai,7.2,Drama
,Harsh Times,6.3,Musical
,Captive,5.6,Drama|Romance|War
,Full Frontal,4.8,Horror|Mystery
,Witchboard,5.9,Horror|Mystery|Sci-Fi
,Shortbus,6.3,Comedy
,Waltz with Bashir,7.8,Sci-Fi
,"The Book of Mormon Movie, Volume 1: The Journey",5,Action
,No End in Sight,7.2,Action
,The Diary of a Teenage Girl,6.8,Comedy
,In the Shadow of the Moon,7.6,Drama
,Meek's Cutoff,6.5,Action|Crime|Drama
,Inside Deep Throat,6.8,Comedy
,Dinner Rush,7.1,Comedy|Drama|Romance
,Clockwatchers,5.6,Crime|Mystery
,The Virginity Hit,4.6,Action|Adventure|War
,Subway,6.3,Documentary
,House of D,6.1,Drama
,Teeth,5.2,Action|Crime|Drama|Horror|Thriller
,Six-String Samurai,5.8,Drama
,Hum To Mohabbat Karega,0,Crime|Mystery
,It's All Gone Pete Tong,7.1,Horror|Sci-Fi|Thriller
,Saint John of Las Vegas,5.9,Comedy
,24 7: Twenty Four Seven,6.3,Comedy
,Stonewall,5.2,Drama
,Roadside Romeo,6.7,Documentary
,This Thing of Ours,5,Crime|Drama
,The Lost Medallion: The Adventures of Billy Stone,5.6,Comedy
,The Last Five Years,5.5,Comedy
,The Missing Person,6.4,Comedy
,Return of the Living Dead 3,5.9,Horror
,London,6.1,Drama|War
,Sherrybaby,6.3,Action|Thriller
,Circle,6,Comedy
,Eden Lake,6.7,Mystery|Thriller
,Plush,5.4,Comedy|Drama
,Lesbian Vampire Killers,5.3,Comedy|Crime|Romance
,Gangster's Paradise: Jerusalema,6.8,Comedy|Romance
,Freeze Frame,6.9,Comedy
,Grave Encounters,6.1,Comedy|Romance
,Stitches,5.5,Action|Adventure|Children|Comedy
,Nine Dead,5.2,Comedy
,"To Be Frank, Sinatra at 100",0,Drama|Thriller
,Bananas,6.7,Drama|Thriller
,Supercapitalist,3.5,Documentary
,Rockaway,5.8,Documentary
,The Lady from Shanghai,7.2,Action|Crime|Mystery|Thriller
,No Man's Land: The Rise of Reeker,4.4,Crime|Drama
,Highway,5.6,Comedy|Fantasy
,Small Apartments,5.7,Animation|Children
,Coffee Town,6.7,Comedy|Crime|Drama|Thriller
,The Ghastly Love of Johnny X,6.6,Crime|Drama|Mystery
,All Is Bright,5.3,Drama
,The Torture Chamber of Dr. Sadism,6.3,Drama|Romance
,Straight A's,5.2,Comedy|Drama|Romance
,A Funny Thing Happened on the Way to the Forum,6.1,Adventure|Comedy|Mystery|Romance
,Slacker Uprising,5.9,Comedy
,The Legend of Hell's Gate: An American Conspiracy,3.9,Comedy
,The Walking Deceased,4.2,Drama|Sci-Fi
,The Curse of Downers Grove,4.4,Drama|Thriller
,Shark Lake,4.4,Drama
,River's Edge,6.7,Comedy
,Northfork,6.7,Comedy|Drama
,The Marine 4: Moving Target,5.8,Comedy
,Buried,6.6,Drama
,Submarine,7.4,Drama|Mystery|Romance
,The Square,7.8,Drama
,One to Another,5.8,Drama|Romance
,ABCD (Any Body Can Dance),5.6,Drama
,Man on Wire,7.5,Drama|Fantasy|Romance
,Abandoned,5.8,Action|Crime|Drama
,Brotherly Love,6.9,Drama
,The Last Exorcism,5.6,Action|Thriller
,Nowhere Boy,7.2,Horror
,A Streetcar Named Desire,7.6,Comedy
,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8,Comedy
,The Crime of Padre Amaro,6.2,Comedy|Drama|Romance
,Beasts of the Southern Wild,6.8,Action|Adventure|Comedy|Thriller
,Battle for the Planet of the Apes,5.5,Drama
,Songcatcher,5.6,Comedy
,Higher Ground,5.3,Drama
,Vaalu,6.7,Drama|Romance
,The Greatest Movie Ever Sold,6.4,Action|Adventure|Fantasy|Sci-Fi
,Ed and His Dead Mother,5.5,Comedy
,Travellers and Magicians,6.8,Adventure|Sci-Fi
,Hang 'em High,6.7,Documentary
,Deadline - U.S.A.,6.9,Crime
,Sublime,5.3,Comedy|Drama|Romance
,A Beginner's Guide to Snuff,0,Comedy
,Independence Daysaster,4.2,Drama
,Dysfunctional Friends,5,Drama
,Run Lola Run,7.2,Comedy
,May,6.3,Comedy|Romance
,Against the Wild,4.9,Drama
,Under the Same Moon,7,Comedy|Romance
,Conquest of the Planet of the Apes,6.1,Drama|Romance
,In the Bedroom,6.4,Comedy|Drama
,I Spit on Your Grave,6.3,Comedy|Drama|Musical
,"Happy, Texas",5.5,Comedy|Crime
,My Summer of Love,6,Drama
,The Lunchbox,7.3,Comedy
,Yes,5.9,Children|Fantasy|Musical
,You Can't Take It With You,7.2,Action|Drama|Thriller
,From Here to Eternity,7.2,Drama|Romance
,She Wore a Yellow Ribbon,7.1,Drama
,Grace Unplugged,6,Crime|Film-Noir|Thriller
,Foolish,6.3,Action|Comedy|Romance
,N-Secure,4.3,Drama
,Caramel,6.8,Documentary|Musical
,Out of the Dark,4.6,Drama
,The Bubble,7.6,Comedy
,The Conversation,7.5,Documentary
,Dil Jo Bhi Kahey...,0,Romance|Thriller
,Mississippi Mermaid,6.7,Adventure|Animation|Children|Comedy|Fantasy|Romance
,I Love Your Work,6.5,Comedy|Romance
,Cabin Fever,4.4,Drama|Musical|Romance
,Waitress,6.7,Drama
,Bloodsport,6.6,Action|Drama|Romance|War
,Mr. Smith Goes to Washington,7.9,Thriller
,Kids,6.8,Adventure|Drama
,The Squid and the Whale,6.9,Drama
,Kissing Jessica Stein,5.9,Drama
,Kickboxer: Vengeance,4.5,Comedy|Drama|Romance
,Spellbound,7.3,Drama
,Exotica,6.5,Comedy|Romance
,Buffalo '66,7.1,Comedy|Drama
,Insidious,6.8,Western
,Repo Man,6.7,Comedy|Western
,Nine Queens,7.4,Comedy|Western
,The Gatekeepers,6.5,Drama
,The Ballad of Jack and Rose,6.5,Adventure|War|Western
,The To Do List,5.5,Drama|Western
,Killing Zoe,6.1,Drama
,The Believer,6.8,Crime|Drama|Thriller
,Snow Angels,6.5,Adventure|Western
,Unsullied,3,Western
,Session 9,6.2,Western
,I Want Someone to Eat Cheese With,5.7,Drama
,Mooz-lum,4.5,Comedy
,Hatchet,5.7,Crime|Drama|Thriller
,Modern Times,8.1,Comedy|Crime
,Stolen Summer,6.4,Drama
,My Name Is Bruce,5.9,Comedy
,The Salon,3.5,Horror|Thriller
,Road Hard,6.6,Drama|Romance|War
,Forty Shades of Blue,6,Drama|War
,Amigo,6,Action|Adventure|Drama|War
,Pontypool,6.6,Comedy
,Trucker,6.8,Comedy
,Me You and Five Bucks,10,Drama|Romance
,The Lords of Salem,5.1,Comedy|Sci-Fi
,Housebound,6.5,Action|Crime|Drama
,Wal-Mart: The High Cost of Low Price,6.9,Drama
,Fetching Cody,6.8,Drama|Musical|Romance
,Last I Heard,6,Comedy|Drama
,Closer to the Moon,6.4,Comedy
,Mutant World,2.6,Comedy|War
,Growing Up Smith,7.4,Comedy|Documentary
,Checkmate,4.2,Action|Crime|Thriller
,#Horror,3.3,Comedy|Drama
,Wind Walkers,7.5,Action|War
,Snow White and the Seven Dwarfs,6.9,Crime|Thriller
,The Holy Girl,6.8,Action|Drama
,Shalako,5.4,Comedy|Musical|Romance
,Incident at Loch Ness,5.9,Comedy|Drama|Romance
,The Dog Lover,5.3,Horror|Thriller
,GirlHouse,5.2,Comedy
,The Blue Room,6.2,Musical
,House at the End of the Drive,0,Comedy|Romance
,Batman,6.1,Crime|Drama
,"Lock, Stock and Two Smoking Barrels",7.5,Action|War
,The Ballad of Gregorio Cortez,0,Drama|Romance
,The Celebration,7.7,Drama
,Trees Lounge,6.7,Adventure|Animation|Children|Fantasy
,Journey from the Fall,5,Action|Adventure
,The Basket,6.5,Comedy
,Eddie: The Sleepwalking Cannibal,6.1,Action|Crime|Thriller
,Queen of the Mountains,0,Adventure|Drama|Sci-Fi
,Def-Con 4,2.8,Crime|Drama
,The Hebrew Hammer,5.9,Drama|Romance
,Neal 'n' Nikki,2.3,Comedy
,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.2,Comedy|Romance
,Forget Me Not,5,Comedy|Drama
,Rebecca,7.7,Documentary
,Friday the 13th Part 2,6,Comedy|Romance
,The Lost Weekend,7.4,Comedy|Crime|Drama
,C.H.U.D.,5.3,Drama|Western
,Filly Brown,5.9,Drama|Romance
,The Lion of Judah,5.8,Comedy
,Niagara,6.7,Documentary|IMAX
,How Green Was My Valley,6.8,Crime|Drama|Mystery|Thriller
,Da Sweet Blood of Jesus,4.1,Drama
,"Sex, Lies, and Videotape",6.7,Drama
,Saw,7.2,Children|Comedy
,Super Troopers,6.6,Action
,The Algerian,0,Comedy
,The Amazing Catfish,5.7,Drama
,Monsoon Wedding,6.8,Crime|Drama|Thriller
,You Can Count on Me,6.8,Drama
,The Trouble with Harry,6.9,Comedy|Drama|Fantasy|Romance
,But I'm a Cheerleader,6.5,Drama
,Home Run,6.3,Comedy|Musical
,Reservoir Dogs,8,Comedy|Crime
,The Blue Bird,6.4,Action|Comedy
,"The Good, the Bad and the Ugly",8.1,Action|Comedy
,The Second Mother,7.8,Action|Comedy
,Blue Like Jazz,5.8,Comedy|Drama
,Down & Out With The Dolls,0,Sci-Fi
,"Pink Ribbons, Inc.",6.8,Action|Comedy|Romance
,Certifiably Jonathan,0,Comedy
,Desire,4.1,Horror
,The Blade of Don Juan,0,Drama|Fantasy|Horror
,Grand Theft Parsons,6,Drama
,Extreme Movie,3.9,Crime|Drama|Western
,The Charge of the Light Brigade,6.8,Drama|Thriller|War
,Below Zero,4.4,Drama
,Crowsnest,4.8,Comedy|Drama|Mystery|Thriller
,Airborne,6.1,Comedy|Crime|Drama
,Cotton Comes to Harlem,6.7,Western
,The Wicked Within,4.2,Comedy|Horror|Sci-Fi
,Bleeding Hearts,2,Sci-Fi
,Waiting...,6.2,Sci-Fi|Thriller
,Dead Man's Shoes,7.2,Comedy
,From a Whisper to a Scream,6.8,Sci-Fi
,Sex With Strangers,5,Horror
,Dracula: Pages from a Virgin's Diary,6.9,Comedy
,Faith Like Potatoes,6,Drama|Romance
,Beyond the Black Rainbow,5.7,Drama
,The Raid,7.3,Drama
,The Dead Undead,3.1,Drama
,The Vatican Exorcisms,4.4,Drama
,Casablanca,7.9,Drama
,Lake Mungo,6.1,Comedy|Horror
,Rocket Singh: Salesman of the Year,7,Film-Noir
,Silent Running,6.3,Drama
,Rocky,7.5,Comedy|Drama|Romance|Western
,The Sleepwalker,4.1,Drama
,Tom Jones,6.1,Horror
,Unfriended,5.5,Drama
,Taxi Driver,8,Drama|Film-Noir
,The Howling,6.4,Drama
,Dr. No,6.9,Action|Comedy|Sci-Fi|Thriller
,Chernobyl Diaries,4.9,Drama
,Hellraiser,6.9,Mystery|Thriller
,God's Not Dead 2,5.7,Horror
,Cry_Wolf,5.6,Action|Drama|Romance|Thriller
,Godzilla 2000,5.9,Drama
,Blue Valentine,6.9,Action|Thriller
,Transamerica,6.9,Action
,The Devil Inside,4.6,Action|Comedy|Drama
,Beyond the Valley of the Dolls,6.6,Action|Sci-Fi|Thriller
,Love Me Tender,5.5,Action|Crime
,An Inconvenient Truth,6.7,Adventure|Documentary|IMAX
,Sands of Iwo Jima,6.2,Adventure|Animation|Fantasy|Sci-Fi
,Shine a Light,7.2,Comedy|Romance
,The Green Inferno,5,Action|Drama
,Departure,7.5,Drama
,The Sessions,6.6,Crime|Drama|Thriller
,"Food, Inc.",7.4,Comedy|Drama|Romance
,October Baby,6.8,Comedy
,Next Stop Wonderland,6,Documentary|IMAX
,The Skeleton Twins,6.7,Animation|Drama|Sci-Fi|IMAX
,Martha Marcy May Marlene,6.7,Adventure|Documentary|IMAX
,Obvious Child,6.7,Animation|Horror|IMAX
,Frozen River,6.7,Documentary|Musical|IMAX
,20 Feet from Stardom,7.4,Documentary|IMAX
,Two Girls and a Guy,5.4,Documentary|IMAX
,Walking and Talking,6.6,IMAX
,Who Killed the Electric Car?,7.2,Documentary|IMAX
,The Broken Hearts Club: A Romantic Comedy,6.3,Comedy|Fantasy
,Bubba Ho-tep,6.7,Drama|War
,Slam,6.7,Comedy|Drama|Romance
,Brigham City,7.3,Drama
,Fiza,6.1,Action|Crime|Drama
,Orgazmo,6.2,Adventure|Comedy|Fantasy
,All the Real Girls,5.9,Drama|Thriller
,Dream with the Fishes,7.7,Crime|Mystery
,Blue Car,6.7,Drama
,Palo Alto,6.4,Comedy|Romance
,Ajami,6.8,Horror|Thriller
,Wristcutters: A Love Story,6.7,Drama|War
,I Origins,7.5,Comedy|Drama|Musical
,The Battle of Shaker Heights,5.6,Drama|War
,The Act of Killing,7.5,Comedy
,Taxi to the Dark Side,6.6,Adventure|Children|Comedy
,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,4.7,Comedy|Drama
,Guiana 1838,2.8,Drama|Musical
,Lisa Picard Is Famous,4,Horror|Sci-Fi
,Antarctica: A Year on Ice,7.2,Drama
,A LEGO Brickumentary,6.4,Drama
,Hardflip,4.7,Comedy
,Chocolate: Deep Dark Secrets,3.4,Drama
,The House of the Devil,6,Comedy
,The Perfect Host,6.2,Drama
,Safe Men,6.3,Drama|Romance
,Speedway Junky,5.2,Action|Crime|Drama
,The Last Big Thing,6,Comedy|Romance
,The Specials,5.5,Comedy
,16 to Life,4.4,Thriller
,Alone With Her,6.2,Comedy|Sci-Fi
,Creative Control,5.4,Comedy|Horror|Sci-Fi
,Special,6.6,Comedy|Sci-Fi
,Sparkler,0,Comedy|Romance
,The Helix... Loaded,4.8,Film-Noir|Mystery|Thriller
,In Her Line of Fire,3.3,Action|Comedy|Horror|Sci-Fi
,The Jimmy Show,8,Action|Crime|Thriller
,Heli,6.2,Comedy
,Karachi se Lahore,8,Comedy|Drama
,Loving Annabelle,6.4,Comedy|Horror
,Hits,4.9,Children|Comedy
,Jimmy and Judy,5.4,Romance
,Frat Party,3.5,Comedy
,The Party's Over,6.1,Drama|Romance
,Proud,5.5,Crime|Mystery|Thriller
,The Poker House,6.1,Drama
,Childless,4.5,Drama
,ZMD: Zombies of Mass Destruction,4.7,Comedy
,Snow White: A Deadly Summer,4.8,Comedy
,Hidden Away,7.6,Comedy
